"ano","uf","racacor","nascidos_vivos"
2020,"RO","Parda",19029
2020,"RO","Preta",911
2020,"RR","Amarela",20
2020,"RR","Branca",999
2020,"RR","Ignorado",18
2020,"RR","Indígena",3177
2020,"RR","Parda",9211
2020,"RR","Preta",334
2020,"RS","Amarela",155
2020,"RS","Branca",104192
2020,"RS","Ignorado",386
2020,"RS","Indígena",736
2020,"RS","Parda",15061
2020,"RS","Preta",10212
2020,"SC","Amarela",287
2020,"SC","Branca",79294
2020,"SC","Ignorado",1380
2020,"SC","Indígena",320
2020,"SC","Parda",11998
2020,"SC","Preta",4635
2020,"SE","Amarela",240
2020,"SE","Branca",2930
2020,"SE","Ignorado",184
2020,"SE","Indígena",34
2020,"SE","Parda",26209
2020,"SE","Preta",2187
2020,"SP","Amarela",2906
2020,"SP","Branca",294574
2020,"SP","Ignorado",3085
2020,"SP","Indígena",604
2020,"SP","Parda",211950
2020,"SP","Preta",39188
2020,"TO","Amarela",346
2020,"TO","Branca",2721
2020,"TO","Ignorado",452
2020,"TO","Indígena",485
2020,"TO","Parda",17854
2020,"TO","Preta",1870
2020,NA,"Amarela",0
2020,NA,"Branca",18
2020,NA,"Ignorado",37
2020,NA,"Indígena",1
2020,NA,"Parda",35
2020,NA,"Preta",4
2021,"AC","Amarela",133
2021,"AC","Branca",700
2021,"AC","Ignorado",624
2021,"AC","Indígena",1037
2021,"AC","Parda",12993
2021,"AC","Preta",211
2021,"AL","Amarela",110
2021,"AL","Branca",3429
2021,"AL","Ignorado",1734
2021,"AL","Indígena",224
2021,"AL","Parda",42752
2021,"AL","Preta",559
2021,"AM","Amarela",131
2021,"AM","Branca",3850
2021,"AM","Ignorado",967
2021,"AM","Indígena",8859
2021,"AM","Parda",63804
2021,"AM","Preta",817
2021,"AP","Amarela",21
2021,"AP","Branca",1552
2021,"AP","Ignorado",94
2021,"AP","Indígena",268
2021,"AP","Parda",12024
2021,"AP","Preta",1034
2021,"BA","Amarela",693
2021,"BA","Branca",13351
2021,"BA","Ignorado",12547
2021,"BA","Indígena",868
2021,"BA","Parda",134155
2021,"BA","Preta",23841
2021,"CE","Amarela",344
2021,"CE","Branca",10821
2021,"CE","Ignorado",20447
2021,"CE","Indígena",268
2021,"CE","Parda",86695
2021,"CE","Preta",1690
2021,"DF","Amarela",336
2021,"DF","Branca",9904
2021,"DF","Ignorado",5668
2021,"DF","Indígena",38
2021,"DF","Parda",19532
2021,"DF","Preta",2557
2021,"ES","Amarela",262
2021,"ES","Branca",13713
2021,"ES","Ignorado",411
2021,"ES","Indígena",160
2021,"ES","Parda",33519
2021,"ES","Preta",4427
2021,"GO","Amarela",1058
2021,"GO","Branca",21727
2021,"GO","Ignorado",2470
2021,"GO","Indígena",95
2021,"GO","Parda",60146
2021,"GO","Preta",5463
2021,"MA","Amarela",272
2021,"MA","Branca",7471
2021,"MA","Ignorado",10923
2021,"MA","Indígena",1763
2021,"MA","Parda",83000
2021,"MA","Preta",5235
2021,"MG","Amarela",1824
2021,"MG","Branca",77064
2021,"MG","Ignorado",5430
2021,"MG","Indígena",539
2021,"MG","Parda",133184
2021,"MG","Preta",24093
2021,"MS","Amarela",155
2021,"MS","Branca",14522
2021,"MS","Ignorado",172
2021,"MS","Indígena",2230
2021,"MS","Parda",23579
2021,"MS","Preta",1515
2021,"MT","Amarela",318
2021,"MT","Branca",13214
2021,"MT","Ignorado",684
2021,"MT","Indígena",2037
2021,"MT","Parda",37593
2021,"MT","Preta",3994
2021,"PA","Amarela",339
2021,"PA","Branca",8006
2021,"PA","Ignorado",3630
2021,"PA","Indígena",1591
2021,"PA","Parda",120210
2021,"PA","Preta",3352
2021,"PB","Amarela",136
2021,"PB","Branca",5382
2021,"PB","Ignorado",5199
2021,"PB","Indígena",349
2021,"PB","Parda",44247
2021,"PB","Preta",731
2021,"PE","Amarela",365
2021,"PE","Branca",23180
2021,"PE","Ignorado",1227
2021,"PE","Indígena",1286
2021,"PE","Parda",92598
2021,"PE","Preta",7536
2021,"PI","Amarela",229
2021,"PI","Branca",3434
2021,"PI","Ignorado",3130
2021,"PI","Indígena",39
2021,"PI","Parda",37435
2021,"PI","Preta",1708
2021,"PR","Amarela",476
2021,"PR","Branca",101165
2021,"PR","Ignorado",1954
2021,"PR","Indígena",463
2021,"PR","Parda",33675
2021,"PR","Preta",4242
2021,"RJ","Amarela",911
2021,"RJ","Branca",60039
2021,"RJ","Ignorado",4594
2021,"RJ","Indígena",163
2021,"RJ","Parda",96865
2021,"RJ","Preta",27282
2021,"RN","Amarela",178
2021,"RN","Branca",11287
2021,"RN","Ignorado",662
2021,"RN","Indígena",53
2021,"RN","Parda",29957
2021,"RN","Preta",1293
2021,"RO","Amarela",126
2021,"RO","Branca",4461
2021,"RO","Ignorado",881
2021,"RO","Indígena",445
2021,"RO","Parda",18610
2021,"RO","Preta",912
2021,"RR","Amarela",12
2021,"RR","Branca",1050
2021,"RR","Ignorado",89
2021,"RR","Indígena",3476
2021,"RR","Parda",8878
2021,"RR","Preta",396
2021,"RS","Amarela",213
2021,"RS","Branca",97703
2021,"RS","Ignorado",330
2021,"RS","Indígena",793
2021,"RS","Parda",15539
2021,"RS","Preta",9868
2021,"SC","Amarela",265
2021,"SC","Branca",76457
2021,"SC","Ignorado",2262
2021,"SC","Indígena",365
2021,"SC","Parda",12694
2021,"SC","Preta",4455
2021,"SE","Amarela",251
2021,"SE","Branca",2780
2021,"SE","Ignorado",308
2021,"SE","Indígena",46
2021,"SE","Parda",25251
2021,"SE","Preta",2570
2021,"SP","Amarela",2622
2021,"SP","Branca",277014
2021,"SP","Ignorado",2321
2021,"SP","Indígena",627
2021,"SP","Parda",203116
2021,"SP","Preta",39533
2021,"TO","Amarela",334
2021,"TO","Branca",2571
2021,"TO","Ignorado",493
2021,"TO","Indígena",512
2021,"TO","Parda",17974
2021,"TO","Preta",1863
2021,NA,"Amarela",1
2021,NA,"Branca",15
2021,NA,"Ignorado",27
2021,NA,"Indígena",2
2021,NA,"Parda",42
2021,NA,"Preta",6
2022,"AC","Amarela",92
2022,"AC","Branca",804
2022,"AC","Ignorado",240
2022,"AC","Indígena",908
2022,"AC","Parda",12181
2022,"AC","Preta",258
2022,"AL","Amarela",105
2022,"AL","Branca",3205
2022,"AL","Ignorado",523
2022,"AL","Indígena",193
2022,"AL","Parda",41158
2022,"AL","Preta",558
2022,"AM","Amarela",116
2022,"AM","Branca",3674
2022,"AM","Ignorado",596
2022,"AM","Indígena",8593
2022,"AM","Parda",58786
2022,"AM","Preta",750
2022,"AP","Amarela",22
2022,"AP","Branca",1609
2022,"AP","Ignorado",85
2022,"AP","Indígena",293
2022,"AP","Parda",10720
2022,"AP","Preta",886
2022,"BA","Amarela",757
2022,"BA","Branca",13579
2022,"BA","Ignorado",8642
2022,"BA","Indígena",900
2022,"BA","Parda",123705
2022,"BA","Preta",26238
2022,"CE","Amarela",333
2022,"CE","Branca",10896
2022,"CE","Ignorado",16461
2022,"CE","Indígena",269
2022,"CE","Parda",82479
2022,"CE","Preta",1869
2022,"DF","Amarela",247
2022,"DF","Branca",9961
2022,"DF","Ignorado",3227
2022,"DF","Indígena",58
2022,"DF","Parda",19613
2022,"DF","Preta",2822
2022,"ES","Amarela",315
2022,"ES","Branca",12961
2022,"ES","Ignorado",921
2022,"ES","Indígena",216
2022,"ES","Parda",32541
2022,"ES","Preta",4775
2022,"GO","Amarela",932
2022,"GO","Branca",21685
2022,"GO","Ignorado",1739
2022,"GO","Indígena",83
2022,"GO","Parda",59729
2022,"GO","Preta",5572
2022,"MA","Amarela",211
2022,"MA","Branca",7530
2022,"MA","Ignorado",5930
2022,"MA","Indígena",1431
2022,"MA","Parda",78205
2022,"MA","Preta",4656
2022,"MG","Amarela",1758
2022,"MG","Branca",75827
2022,"MG","Ignorado",5454
2022,"MG","Indígena",499
2022,"MG","Parda",127532
2022,"MG","Preta",23991
2022,"MS","Amarela",141
2022,"MS","Branca",13726
2022,"MS","Ignorado",243
2022,"MS","Indígena",2137
2022,"MS","Parda",22871
2022,"MS","Preta",1367
2022,"MT","Amarela",377
2022,"MT","Branca",13826
2022,"MT","Ignorado",761
2022,"MT","Indígena",1696
2022,"MT","Parda",37390
2022,"MT","Preta",4117
2022,"PA","Amarela",358
2022,"PA","Branca",8134
2022,"PA","Ignorado",3305
2022,"PA","Indígena",1504
2022,"PA","Parda",111222
2022,"PA","Preta",3475
2022,"PB","Amarela",100
2022,"PB","Branca",5740
2022,"PB","Ignorado",3955
2022,"PB","Indígena",334
2022,"PB","Parda",40002
2022,"PB","Preta",761
2022,"PE","Amarela",349
2022,"PE","Branca",21831
2022,"PE","Ignorado",1389
2022,"PE","Indígena",1183
2022,"PE","Parda",85009
2022,"PE","Preta",7664
2022,"PI","Amarela",192
2022,"PI","Branca",3440
2022,"PI","Ignorado",1564
2022,"PI","Indígena",38
2022,"PI","Parda",35382
2022,"PI","Preta",1628
2022,"PR","Amarela",512
2022,"PR","Branca",97395
2022,"PR","Ignorado",2482
2022,"PR","Indígena",464
2022,"PR","Parda",35692
2022,"PR","Preta",4090
2022,"RJ","Amarela",835
2022,"RJ","Branca",58020
2022,"RJ","Ignorado",4124
2022,"RJ","Indígena",183
2022,"RJ","Parda",89150
2022,"RJ","Preta",28041
2022,"RN","Amarela",162
2022,"RN","Branca",10986
2022,"RN","Ignorado",524
2022,"RN","Indígena",42
2022,"RN","Parda",27006
2022,"RN","Preta",1316
2022,"RO","Amarela",135
2022,"RO","Branca",4575
2022,"RO","Ignorado",538
2022,"RO","Indígena",399
2022,"RO","Parda",18327
2022,"RO","Preta",925
2022,"RR","Amarela",24
2022,"RR","Branca",1239
2022,"RR","Ignorado",14
2022,"RR","Indígena",3298
2022,"RR","Parda",8140
2022,"RR","Preta",375
2022,"RS","Amarela",162
2022,"RS","Branca",95131
2022,"RS","Ignorado",251
2022,"RS","Indígena",848
2022,"RS","Parda",15262
2022,"RS","Preta",9288
2022,"SC","Amarela",291
2022,"SC","Branca",76302
2022,"SC","Ignorado",1315
2022,"SC","Indígena",378
2022,"SC","Parda",15502
2022,"SC","Preta",4412
2022,"SE","Amarela",233
2022,"SE","Branca",2938
2022,"SE","Ignorado",215
2022,"SE","Indígena",53
2022,"SE","Parda",22452
2022,"SE","Preta",2633
2022,"SP","Amarela",2636
2022,"SP","Branca",271429
2022,"SP","Ignorado",1805
2022,"SP","Indígena",599
2022,"SP","Parda",196871
2022,"SP","Preta",39175
2022,"TO","Amarela",315
2022,"TO","Branca",2755
2022,"TO","Ignorado",191
2022,"TO","Indígena",492
2022,"TO","Parda",17009
2022,"TO","Preta",1787
2022,NA,"Amarela",0
2022,NA,"Branca",18
2022,NA,"Ignorado",12
2022,NA,"Indígena",0
2022,NA,"Parda",29
2022,NA,"Preta",5
