"ano","uf","regiao","idade","racacor","categoria","obitos","nascidos"
"2015","AL","Nordeste",19,"Parda","I42",1,"51.774"
"2015","AL","Nordeste",19,"Parda","O13",1,"51.774"
"2015","AL","Nordeste",20,"Branca","K65",1,"51.774"
"2015","AL","Nordeste",43,"Parda","C26",1,"51.774"
"2015","AM","Norte",16,"Parda","I42",1,"79.531"
"2015","AM","Norte",17,"Parda","A16",1,"79.531"
"2015","AM","Norte",20,"Parda","C49",1,"79.531"
"2015","AM","Norte",20,"Parda","O96",1,"79.531"
"2015","AM","Norte",22,"Parda","O96",1,"79.531"
"2015","AM","Norte",24,"Parda","K80",1,"79.531"
"2015","AM","Norte",26,"Preta","A41",1,"79.531"
"2015","AM","Norte",26,"Preta","M32",1,"79.531"
"2015","AM","Norte",27,"Branca","O96",1,"79.531"
"2015","AM","Norte",28,"Parda","B20",1,"79.531"
"2015","AM","Norte",29,"Parda","G06",1,"79.531"
"2015","AM","Norte",32,"Ignorado","K80",1,"79.531"
"2015","AM","Norte",32,"Parda","R99",1,"79.531"
"2015","AM","Norte",33,"Branca","C43",1,"79.531"
"2015","AM","Norte",33,"Parda","C53",1,"79.531"
"2015","AM","Norte",38,"Parda","C53",1,"79.531"
"2015","AM","Norte",40,"Parda","C50",1,"79.531"
"2015","AM","Norte",40,"Parda","C69",1,"79.531"
"2015","AP","Norte",18,"Parda","O86",1,"17.100"
"2015","AP","Norte",19,"Parda","A41",1,"17.100"
"2015","AP","Norte",20,"Branca","O06",1,"17.100"
"2015","AP","Norte",33,"Indígena","I67",1,"17.100"
"2015","AP","Norte",36,"Branca","O96",1,"17.100"
"2015","BA","Nordeste",16,"Ignorado","O96",1,"204.207"
"2015","BA","Nordeste",21,"Preta","I00",1,"204.207"
"2015","BA","Nordeste",22,"Parda","G40",1,"204.207"
"2015","BA","Nordeste",22,"Preta","O96",1,"204.207"
"2015","BA","Nordeste",23,"Ignorado","B20",1,"204.207"
"2015","BA","Nordeste",24,"Branca","O96",1,"204.207"
"2015","BA","Nordeste",24,"Ignorado","B20",1,"204.207"
"2015","BA","Nordeste",26,"Parda","C95",1,"204.207"
"2015","BA","Nordeste",26,"Parda","O96",1,"204.207"
"2015","BA","Nordeste",27,"Branca","G93",1,"204.207"
"2015","BA","Nordeste",30,"Parda","O96",1,"204.207"
"2015","BA","Nordeste",31,"Ignorado","I61",1,"204.207"
"2015","BA","Nordeste",31,"Parda","O99",1,"204.207"
"2015","BA","Nordeste",32,"Parda","C71",1,"204.207"
"2015","BA","Nordeste",32,"Parda","O96",2,"204.207"
"2015","BA","Nordeste",33,"Parda","J90",1,"204.207"
"2015","BA","Nordeste",34,"Parda","O98",1,"204.207"
"2015","BA","Nordeste",35,"Parda","E86",1,"204.207"
"2015","BA","Nordeste",38,"Branca","O96",1,"204.207"
"2015","BA","Nordeste",39,"Parda","O96",1,"204.207"
"2015","BA","Nordeste",40,"Ignorado","O99",1,"204.207"
"2015","BA","Nordeste",40,"Parda","C18",1,"204.207"
"2015","BA","Nordeste",44,"Ignorado","O07",1,"204.207"
"2015","BA","Nordeste",46,"Parda","I10",1,"204.207"
"2015","CE","Nordeste",18,"Branca","I26",1,"132.721"
"2015","CE","Nordeste",18,"Parda","E10",1,"132.721"
"2015","CE","Nordeste",19,"Parda","O90",1,"132.721"
"2015","CE","Nordeste",20,"Branca","R98",1,"132.721"
"2015","CE","Nordeste",20,"Parda","O90",1,"132.721"
"2015","CE","Nordeste",20,"Parda","O96",1,"132.721"
"2015","CE","Nordeste",21,"Parda","M32",1,"132.721"
"2015","CE","Nordeste",22,"Parda","C43",1,"132.721"
"2015","CE","Nordeste",23,"Parda","O15",1,"132.721"
"2015","CE","Nordeste",24,"Parda","O96",1,"132.721"
"2015","CE","Nordeste",25,"Branca","C18",1,"132.721"
"2015","CE","Nordeste",25,"Branca","O90",1,"132.721"
"2015","CE","Nordeste",25,"Parda","I64",1,"132.721"
"2015","CE","Nordeste",25,"Parda","O96",1,"132.721"
"2015","CE","Nordeste",25,"Parda","O99",1,"132.721"
"2015","CE","Nordeste",26,"Parda","A91",1,"132.721"
"2015","CE","Nordeste",26,"Parda","C85",1,"132.721"
"2015","CE","Nordeste",27,"Branca","O96",1,"132.721"
"2015","CE","Nordeste",27,"Branca","O99",1,"132.721"
"2015","CE","Nordeste",27,"Parda","C16",1,"132.721"
"2015","CE","Nordeste",27,"Parda","O96",1,"132.721"
"2015","CE","Nordeste",27,"Parda","Q22",1,"132.721"
"2015","CE","Nordeste",29,"Branca","N30",1,"132.721"
"2015","CE","Nordeste",29,"Parda","O96",1,"132.721"
"2015","CE","Nordeste",31,"Parda","O96",1,"132.721"
"2015","CE","Nordeste",32,"Parda","J18",1,"132.721"
"2015","CE","Nordeste",33,"Branca","O15",1,"132.721"
"2015","CE","Nordeste",34,"Parda","I67",1,"132.721"
"2015","CE","Nordeste",35,"Ignorado","C16",1,"132.721"
"2015","CE","Nordeste",36,"Branca","O96",1,"132.721"
"2015","CE","Nordeste",38,"Parda","O99",1,"132.721"
"2015","CE","Nordeste",39,"Branca","R99",1,"132.721"
"2015","CE","Nordeste",42,"Parda","G91",1,"132.721"
"2015","CE","Nordeste",47,"Parda","C50",1,"132.721"
"2015","DF","Centro-Oeste",20,"Branca","J15",1,"59.659"
"2015","DF","Centro-Oeste",20,"Preta","O98",1,"59.659"
"2015","DF","Centro-Oeste",23,"Parda","K92",1,"59.659"
"2015","DF","Centro-Oeste",27,"Branca","M32",1,"59.659"
"2015","DF","Centro-Oeste",31,"Parda","O72",1,"59.659"
"2015","DF","Centro-Oeste",34,"Parda","C16",1,"59.659"
"2015","DF","Centro-Oeste",34,"Parda","O14",1,"59.659"
"2015","DF","Centro-Oeste",35,"Preta","I11",1,"59.659"
"2015","DF","Centro-Oeste",40,"Branca","C50",1,"59.659"
"2015","DF","Centro-Oeste",42,"Parda","G93",1,"59.659"
"2015","ES","Sudeste",20,"Branca","O96",1,"56.399"
"2015","ES","Sudeste",20,"Parda","O96",1,"56.399"
"2015","ES","Sudeste",23,"Branca","O96",1,"56.399"
"2015","ES","Sudeste",23,"Parda","O96",1,"56.399"
"2015","ES","Sudeste",26,"Parda","O96",1,"56.399"
"2015","ES","Sudeste",27,"Parda","O96",1,"56.399"
"2015","ES","Sudeste",36,"Preta","O96",1,"56.399"
"2015","ES","Sudeste",38,"Ignorado","O96",1,"56.399"
"2015","ES","Sudeste",38,"Parda","E14",1,"56.399"
"2015","ES","Sudeste",38,"Parda","O96",1,"56.399"
"2015","ES","Sudeste",45,"Parda","O96",1,"56.399"
"2015","ES","Sudeste",48,"Parda","O96",1,"56.399"
"2015","GO","Centro-Oeste",16,"Parda","C80",1,"87.673"
"2015","GO","Centro-Oeste",21,"Parda","O99",1,"87.673"
"2015","GO","Centro-Oeste",22,"Branca","K81",1,"87.673"
"2015","GO","Centro-Oeste",23,"Parda","F53",1,"87.673"
"2015","GO","Centro-Oeste",24,"Branca","C92",1,"87.673"
"2015","GO","Centro-Oeste",24,"Parda","C38",1,"87.673"
"2015","GO","Centro-Oeste",25,"Parda","K75",1,"87.673"
"2015","GO","Centro-Oeste",25,"Parda","R09",1,"87.673"
"2015","GO","Centro-Oeste",25,"Preta","N17",1,"87.673"
"2015","GO","Centro-Oeste",28,"Parda","A90",1,"87.673"
"2015","GO","Centro-Oeste",28,"Preta","O99",1,"87.673"
"2015","GO","Centro-Oeste",29,"Branca","O99",1,"87.673"
"2015","GO","Centro-Oeste",29,"Parda","C16",1,"87.673"
"2015","GO","Centro-Oeste",29,"Parda","C53",1,"87.673"
"2015","GO","Centro-Oeste",30,"Branca","O26",1,"87.673"
"2015","GO","Centro-Oeste",30,"Parda","M32",1,"87.673"
"2015","GO","Centro-Oeste",34,"Branca","O99",1,"87.673"
"2015","GO","Centro-Oeste",37,"Parda","I21",1,"87.673"
"2015","GO","Centro-Oeste",38,"Branca","I80",1,"87.673"
"2015","GO","Centro-Oeste",40,"Branca","K85",1,"87.673"
"2015","GO","Centro-Oeste",41,"Parda","I61",1,"87.673"
"2015","GO","Centro-Oeste",45,"Parda","J44",1,"87.673"
"2015","MA","Nordeste",15,"Parda","J18",1,"115.893"
"2015","MA","Nordeste",17,"Parda","I21",1,"115.893"
"2015","MA","Nordeste",17,"Parda","O85",1,"115.893"
"2015","MA","Nordeste",18,"Parda","E46",1,"115.893"
"2015","MA","Nordeste",19,"Parda","O13",1,"115.893"
"2015","MA","Nordeste",22,"Ignorado","C26",1,"115.893"
"2015","MA","Nordeste",22,"Parda","B20",1,"115.893"
"2015","MA","Nordeste",28,"Branca","O96",1,"115.893"
"2015","MA","Nordeste",28,"Parda","K35",1,"115.893"
"2015","MA","Nordeste",31,"Branca","D64",1,"115.893"
"2015","MA","Nordeste",31,"Parda","O99",1,"115.893"
"2015","MA","Nordeste",32,"Parda","O75",1,"115.893"
"2015","MA","Nordeste",35,"Parda","F20",1,"115.893"
"2015","MA","Nordeste",37,"Parda","O96",1,"115.893"
"2015","MA","Nordeste",39,"Parda","O96",1,"115.893"
"2015","MA","Nordeste",40,"Parda","O96",1,"115.893"
"2015","MA","Nordeste",47,"Parda","K82",1,"115.893"
"2015","MG","Sudeste",16,"Parda","E05",1,"267.873"
"2015","MG","Sudeste",17,"Branca","M32",1,"267.873"
"2015","MG","Sudeste",17,"Parda","B20",1,"267.873"
"2015","MG","Sudeste",19,"Parda","O96",1,"267.873"
"2015","MG","Sudeste",20,"Branca","R99",1,"267.873"
"2015","MG","Sudeste",21,"Parda","O16",1,"267.873"
"2015","MG","Sudeste",22,"Branca","C92",1,"267.873"
"2015","MG","Sudeste",23,"Parda","I34",1,"267.873"
"2015","MG","Sudeste",23,"Parda","O96",1,"267.873"
"2015","MG","Sudeste",24,"Branca","C49",1,"267.873"
"2015","MG","Sudeste",25,"Preta","M32",1,"267.873"
"2015","MG","Sudeste",26,"Branca","I67",1,"267.873"
"2015","MG","Sudeste",27,"Parda","B20",1,"267.873"
"2015","MG","Sudeste",27,"Parda","D57",2,"267.873"
"2015","MG","Sudeste",27,"Preta","M32",1,"267.873"
"2015","MG","Sudeste",28,"Branca","C50",1,"267.873"
"2015","MG","Sudeste",28,"Parda","R99",1,"267.873"
"2015","MG","Sudeste",29,"Branca","R99",1,"267.873"
"2015","MG","Sudeste",29,"Parda","I33",1,"267.873"
"2015","MG","Sudeste",30,"Branca","C72",1,"267.873"
"2015","MG","Sudeste",30,"Parda","I77",1,"267.873"
"2015","MG","Sudeste",31,"Parda","O96",1,"267.873"
"2015","MG","Sudeste",31,"Preta","I10",1,"267.873"
"2015","MG","Sudeste",32,"Parda","E66",1,"267.873"
"2015","MG","Sudeste",32,"Parda","O96",1,"267.873"
"2015","MG","Sudeste",33,"Branca","N17",1,"267.873"
"2015","MG","Sudeste",33,"Ignorado","B20",1,"267.873"
"2015","MG","Sudeste",33,"Parda","I30",1,"267.873"
"2015","MG","Sudeste",34,"Parda","C95",1,"267.873"
"2015","MG","Sudeste",35,"Branca","D61",1,"267.873"
"2015","MG","Sudeste",35,"Parda","R99",1,"267.873"
"2015","MG","Sudeste",37,"Parda","C91",1,"267.873"
"2015","MG","Sudeste",38,"Branca","I60",1,"267.873"
"2015","MG","Sudeste",38,"Branca","O75",1,"267.873"
"2015","MG","Sudeste",38,"Parda","K74",1,"267.873"
"2015","MG","Sudeste",38,"Preta","R99",1,"267.873"
"2015","MG","Sudeste",39,"Parda","K37",1,"267.873"
"2015","MG","Sudeste",39,"Parda","O96",1,"267.873"
"2015","MG","Sudeste",39,"Preta","I10",1,"267.873"
"2015","MG","Sudeste",40,"Parda","C19",1,"267.873"
"2015","MG","Sudeste",42,"Preta","O99",1,"267.873"
"2015","MG","Sudeste",43,"Parda","O98",1,"267.873"
"2015","MG","Sudeste",43,"Preta","I10",1,"267.873"
"2015","MG","Sudeste",45,"Parda","N19",1,"267.873"
"2015","MG","Sudeste",47,"Parda","K74",1,"267.873"
"2015","MS","Centro-Oeste",20,"Branca","I42",1,"43.665"
"2015","MS","Centro-Oeste",23,"Parda","O96",1,"43.665"
"2015","MS","Centro-Oeste",27,"Branca","O96",1,"43.665"
"2015","MS","Centro-Oeste",33,"Parda","O96",1,"43.665"
"2015","MT","Centro-Oeste",14,"Parda","O96",1,"56.617"
"2015","MT","Centro-Oeste",18,"Parda","O96",1,"56.617"
"2015","MT","Centro-Oeste",22,"Branca","O99",1,"56.617"
"2015","MT","Centro-Oeste",23,"Parda","O96",1,"56.617"
"2015","MT","Centro-Oeste",27,"Parda","O96",1,"56.617"
"2015","MT","Centro-Oeste",28,"Parda","O96",1,"56.617"
"2015","MT","Centro-Oeste",30,"Parda","C92",1,"56.617"
"2015","MT","Centro-Oeste",36,"Parda","O96",1,"56.617"
"2015","MT","Centro-Oeste",38,"Parda","O99",1,"56.617"
"2015","MT","Centro-Oeste",41,"Parda","C25",1,"56.617"
"2015","PA","Norte",22,"Parda","O96",1,"141.556"
"2015","PA","Norte",23,"Parda","B24",1,"141.556"
"2015","PA","Norte",25,"Preta","O96",1,"141.556"
"2015","PA","Norte",27,"Parda","R09",1,"141.556"
"2015","PA","Norte",28,"Branca","C53",1,"141.556"
"2015","PA","Norte",30,"Parda","B24",1,"141.556"
"2015","PA","Norte",31,"Parda","O14",1,"141.556"
"2015","PA","Norte",33,"Parda","A09",1,"141.556"
"2015","PA","Norte",33,"Parda","A90",1,"141.556"
"2015","PA","Norte",35,"Parda","K74",1,"141.556"
"2015","PA","Norte",36,"Parda","I48",1,"141.556"
"2015","PB","Nordeste",16,"Branca","R99",1,"58.828"
"2015","PB","Nordeste",19,"Preta","K65",1,"58.828"
"2015","PB","Nordeste",20,"Parda","O96",1,"58.828"
"2015","PB","Nordeste",23,"Parda","O96",1,"58.828"
"2015","PB","Nordeste",24,"Branca","O96",1,"58.828"
"2015","PB","Nordeste",26,"Parda","O96",1,"58.828"
"2015","PB","Nordeste",32,"Parda","O96",1,"58.828"
"2015","PB","Nordeste",38,"Parda","O96",1,"58.828"
"2015","PB","Nordeste",44,"Parda","B57",1,"58.828"
"2015","PB","Nordeste",49,"Parda","I25",1,"58.828"
"2015","PE","Nordeste",14,"Branca","O99",1,"146.209"
"2015","PE","Nordeste",16,"Parda","O99",1,"146.209"
"2015","PE","Nordeste",17,"Branca","O96",1,"146.209"
"2015","PE","Nordeste",18,"Parda","O96",1,"146.209"
"2015","PE","Nordeste",19,"Branca","O96",1,"146.209"
"2015","PE","Nordeste",20,"Parda","R98",1,"146.209"
"2015","PE","Nordeste",21,"Parda","O96",1,"146.209"
"2015","PE","Nordeste",22,"Parda","O96",1,"146.209"
"2015","PE","Nordeste",24,"Branca","O96",1,"146.209"
"2015","PE","Nordeste",25,"Parda","O99",1,"146.209"
"2015","PE","Nordeste",27,"Parda","O99",1,"146.209"
"2015","PE","Nordeste",29,"Branca","O99",1,"146.209"
"2015","PE","Nordeste",29,"Parda","O96",1,"146.209"
"2015","PE","Nordeste",30,"Parda","O99",1,"146.209"
"2015","PE","Nordeste",31,"Branca","C92",1,"146.209"
"2015","PE","Nordeste",31,"Parda","J86",1,"146.209"
"2015","PE","Nordeste",31,"Parda","K85",1,"146.209"
"2015","PE","Nordeste",32,"Branca","O99",1,"146.209"
"2015","PE","Nordeste",32,"Parda","O96",1,"146.209"
"2015","PE","Nordeste",33,"Parda","O99",1,"146.209"
"2015","PE","Nordeste",34,"Branca","O96",1,"146.209"
"2015","PE","Nordeste",43,"Preta","O11",1,"146.209"
"2015","PI","Nordeste",18,"Parda","O96",1,"51.716"
"2015","PI","Nordeste",21,"Parda","G04",1,"51.716"
"2015","PI","Nordeste",21,"Parda","O97",2,"51.716"
"2015","PI","Nordeste",22,"Branca","O87",1,"51.716"
"2015","PI","Nordeste",23,"Parda","O96",1,"51.716"
"2015","PI","Nordeste",26,"Branca","O96",1,"51.716"
"2015","PI","Nordeste",26,"Parda","C95",1,"51.716"
"2015","PI","Nordeste",28,"Branca","O96",1,"51.716"
"2015","PI","Nordeste",29,"Parda","E14",1,"51.716"
"2015","PI","Nordeste",30,"Branca","O88",1,"51.716"
"2015","PI","Nordeste",33,"Parda","O96",1,"51.716"
"2015","PR","Sul",16,"Branca","O96",2,"160.403"
"2015","PR","Sul",19,"Branca","O96",1,"160.403"
"2015","PR","Sul",20,"Branca","K83",1,"160.403"
"2015","PR","Sul",22,"Branca","C71",1,"160.403"
"2015","PR","Sul",23,"Parda","O96",1,"160.403"
"2015","PR","Sul",24,"Branca","C22",1,"160.403"
"2015","PR","Sul",26,"Branca","C18",1,"160.403"
"2015","PR","Sul",26,"Branca","O96",1,"160.403"
"2015","PR","Sul",27,"Branca","I21",1,"160.403"
"2015","PR","Sul",27,"Branca","O96",3,"160.403"
"2015","PR","Sul",27,"Parda","O96",1,"160.403"
"2015","PR","Sul",28,"Branca","C91",1,"160.403"
"2015","PR","Sul",29,"Branca","B21",1,"160.403"
"2015","PR","Sul",29,"Ignorado","I64",1,"160.403"
"2015","PR","Sul",29,"Parda","O96",1,"160.403"
"2015","PR","Sul",30,"Branca","C34",1,"160.403"
"2015","PR","Sul",31,"Branca","G00",1,"160.403"
"2015","PR","Sul",31,"Parda","O96",1,"160.403"
"2015","PR","Sul",32,"Branca","O96",1,"160.403"
"2015","PR","Sul",34,"Branca","I60",1,"160.403"
"2015","PR","Sul",35,"Branca","E14",1,"160.403"
"2015","PR","Sul",35,"Branca","I50",1,"160.403"
"2015","PR","Sul",37,"Parda","I80",1,"160.403"
"2015","PR","Sul",37,"Parda","O96",1,"160.403"
"2015","PR","Sul",38,"Parda","O96",1,"160.403"
"2015","PR","Sul",39,"Branca","I64",1,"160.403"
"2015","PR","Sul",41,"Branca","E11",1,"160.403"
"2015","PR","Sul",41,"Branca","O96",1,"160.403"
"2015","PR","Sul",43,"Preta","O96",1,"160.403"
"2015","RJ","Sudeste",15,"Parda","A17",1,"237.071"
"2015","RJ","Sudeste",15,"Parda","C56",1,"237.071"
"2015","RJ","Sudeste",15,"Parda","R99",1,"237.071"
"2015","RJ","Sudeste",15,"Preta","O96",1,"237.071"
"2015","RJ","Sudeste",16,"Preta","B20",1,"237.071"
"2015","RJ","Sudeste",19,"Branca","F19",1,"237.071"
"2015","RJ","Sudeste",19,"Parda","O96",1,"237.071"
"2015","RJ","Sudeste",19,"Preta","O96",1,"237.071"
"2015","RJ","Sudeste",20,"Branca","A86",1,"237.071"
"2015","RJ","Sudeste",20,"Parda","B20",1,"237.071"
"2015","RJ","Sudeste",20,"Preta","J18",1,"237.071"
"2015","RJ","Sudeste",22,"Parda","R99",1,"237.071"
"2015","RJ","Sudeste",23,"Branca","B20",1,"237.071"
"2015","RJ","Sudeste",23,"Parda","M32",1,"237.071"
"2015","RJ","Sudeste",23,"Parda","O96",2,"237.071"
"2015","RJ","Sudeste",23,"Parda","O99",1,"237.071"
"2015","RJ","Sudeste",24,"Parda","K56",1,"237.071"
"2015","RJ","Sudeste",25,"Preta","O96",1,"237.071"
"2015","RJ","Sudeste",26,"Branca","I05",1,"237.071"
"2015","RJ","Sudeste",26,"Parda","A15",1,"237.071"
"2015","RJ","Sudeste",26,"Parda","O90",1,"237.071"
"2015","RJ","Sudeste",26,"Parda","O96",1,"237.071"
"2015","RJ","Sudeste",27,"Branca","O96",1,"237.071"
"2015","RJ","Sudeste",27,"Parda","B20",1,"237.071"
"2015","RJ","Sudeste",27,"Parda","K92",1,"237.071"
"2015","RJ","Sudeste",27,"Parda","O96",1,"237.071"
"2015","RJ","Sudeste",27,"Preta","O96",1,"237.071"
"2015","RJ","Sudeste",28,"Branca","K85",1,"237.071"
"2015","RJ","Sudeste",28,"Branca","M32",1,"237.071"
"2015","RJ","Sudeste",28,"Branca","O96",1,"237.071"
"2015","RJ","Sudeste",28,"Parda","N39",1,"237.071"
"2015","RJ","Sudeste",29,"Parda","N20",1,"237.071"
"2015","RJ","Sudeste",29,"Parda","O96",2,"237.071"
"2015","RJ","Sudeste",30,"Branca","O96",1,"237.071"
"2015","RJ","Sudeste",30,"Ignorado","R99",1,"237.071"
"2015","RJ","Sudeste",30,"Parda","O96",2,"237.071"
"2015","RJ","Sudeste",30,"Preta","I33",1,"237.071"
"2015","RJ","Sudeste",31,"Branca","O96",1,"237.071"
"2015","RJ","Sudeste",31,"Ignorado","F19",1,"237.071"
"2015","RJ","Sudeste",31,"Parda","K26",1,"237.071"
"2015","RJ","Sudeste",32,"Parda","R99",1,"237.071"
"2015","RJ","Sudeste",32,"Preta","B20",1,"237.071"
"2015","RJ","Sudeste",32,"Preta","C77",1,"237.071"
"2015","RJ","Sudeste",33,"Branca","K66",1,"237.071"
"2015","RJ","Sudeste",33,"Branca","O96",1,"237.071"
"2015","RJ","Sudeste",34,"Parda","A49",1,"237.071"
"2015","RJ","Sudeste",34,"Parda","B20",1,"237.071"
"2015","RJ","Sudeste",34,"Parda","C95",1,"237.071"
"2015","RJ","Sudeste",34,"Parda","F14",1,"237.071"
"2015","RJ","Sudeste",34,"Parda","O96",1,"237.071"
"2015","RJ","Sudeste",34,"Preta","O96",2,"237.071"
"2015","RJ","Sudeste",35,"Branca","O96",1,"237.071"
"2015","RJ","Sudeste",36,"Branca","F20",1,"237.071"
"2015","RJ","Sudeste",36,"Parda","F19",1,"237.071"
"2015","RJ","Sudeste",36,"Preta","B20",1,"237.071"
"2015","RJ","Sudeste",37,"Branca","O96",1,"237.071"
"2015","RJ","Sudeste",37,"Parda","R99",1,"237.071"
"2015","RJ","Sudeste",37,"Preta","C16",1,"237.071"
"2015","RJ","Sudeste",37,"Preta","C50",1,"237.071"
"2015","RJ","Sudeste",37,"Preta","O96",1,"237.071"
"2015","RJ","Sudeste",37,"Preta","O99",1,"237.071"
"2015","RJ","Sudeste",38,"Branca","C20",1,"237.071"
"2015","RJ","Sudeste",38,"Branca","E05",1,"237.071"
"2015","RJ","Sudeste",38,"Parda","A16",1,"237.071"
"2015","RJ","Sudeste",38,"Parda","I25",1,"237.071"
"2015","RJ","Sudeste",39,"Branca","O99",1,"237.071"
"2015","RJ","Sudeste",39,"Parda","A41",1,"237.071"
"2015","RJ","Sudeste",39,"Parda","E14",1,"237.071"
"2015","RJ","Sudeste",39,"Preta","O96",1,"237.071"
"2015","RJ","Sudeste",40,"Preta","O96",1,"237.071"
"2015","RJ","Sudeste",41,"Branca","C16",1,"237.071"
"2015","RJ","Sudeste",43,"Parda","C92",1,"237.071"
"2015","RJ","Sudeste",44,"Preta","B24",1,"237.071"
"2015","RN","Nordeste",21,"Ignorado","O87",1,"49.527"
"2015","RN","Nordeste",22,"Branca","O85",1,"49.527"
"2015","RN","Nordeste",22,"Branca","O99",1,"49.527"
"2015","RN","Nordeste",23,"Parda","O99",1,"49.527"
"2015","RN","Nordeste",27,"Ignorado","B20",1,"49.527"
"2015","RN","Nordeste",33,"Parda","O99",1,"49.527"
"2015","RN","Nordeste",47,"Parda","C71",1,"49.527"
"2015","RO","Norte",15,"Branca","O62",1,"27.889"
"2015","RO","Norte",16,"Indígena","O96",1,"27.889"
"2015","RO","Norte",20,"Branca","I27",1,"27.889"
"2015","RO","Norte",20,"Parda","R99",1,"27.889"
"2015","RO","Norte",27,"Parda","O96",1,"27.889"
"2015","RO","Norte",28,"Parda","K80",1,"27.889"
"2015","RO","Norte",30,"Parda","O96",1,"27.889"
"2015","RO","Norte",33,"Parda","O96",1,"27.889"
"2015","RO","Norte",33,"Parda","Q21",1,"27.889"
"2015","RR","Norte",21,"Parda","K85",1,"11.409"
"2015","RS","Sul",15,"Branca","O96",1,"148.415"
"2015","RS","Sul",17,"Preta","O96",1,"148.415"
"2015","RS","Sul",21,"Branca","O96",3,"148.415"
"2015","RS","Sul",22,"Branca","O96",1,"148.415"
"2015","RS","Sul",23,"Branca","O96",2,"148.415"
"2015","RS","Sul",25,"Branca","O96",3,"148.415"
"2015","RS","Sul",26,"Branca","O96",1,"148.415"
"2015","RS","Sul",27,"Branca","O96",3,"148.415"
"2015","RS","Sul",27,"Preta","O96",1,"148.415"
"2015","RS","Sul",28,"Branca","O96",4,"148.415"
"2015","RS","Sul",29,"Branca","O96",2,"148.415"
"2015","RS","Sul",30,"Branca","O96",1,"148.415"
"2015","RS","Sul",31,"Branca","O96",2,"148.415"
"2015","RS","Sul",32,"Branca","O96",1,"148.415"
"2015","RS","Sul",32,"Preta","O96",1,"148.415"
"2015","RS","Sul",35,"Branca","O96",1,"148.415"
"2015","RS","Sul",36,"Branca","O96",1,"148.415"
"2015","RS","Sul",36,"Ignorado","O96",1,"148.415"
"2015","RS","Sul",37,"Ignorado","O96",1,"148.415"
"2015","RS","Sul",37,"Preta","G93",1,"148.415"
"2015","RS","Sul",38,"Branca","O96",1,"148.415"
"2015","RS","Sul",40,"Branca","O96",2,"148.415"
"2015","RS","Sul",42,"Branca","O96",1,"148.415"
"2015","RS","Sul",43,"Branca","O96",1,"148.415"
"2015","SC","Sul",22,"Branca","B20",1,"97.414"
"2015","SC","Sul",25,"Branca","B20",1,"97.414"
"2015","SC","Sul",25,"Preta","O99",1,"97.414"
"2015","SC","Sul",27,"Preta","O14",1,"97.414"
"2015","SC","Sul",29,"Preta","O99",1,"97.414"
"2015","SC","Sul",32,"Parda","R99",1,"97.414"
"2015","SC","Sul",35,"Branca","J15",1,"97.414"
"2015","SC","Sul",35,"Branca","O99",1,"97.414"
"2015","SC","Sul",37,"Branca","O75",1,"97.414"
"2015","SC","Sul",38,"Branca","I42",1,"97.414"
"2015","SC","Sul",39,"Branca","I40",1,"97.414"
"2015","SC","Sul",42,"Parda","B20",1,"97.414"
"2015","SE","Nordeste",23,"Amarela","A16",1,"36.207"
"2015","SE","Nordeste",23,"Parda","B20",1,"36.207"
"2015","SE","Nordeste",26,"Parda","A46",1,"36.207"
"2015","SE","Nordeste",29,"Parda","O45",1,"36.207"
"2015","SE","Nordeste",39,"Parda","O96",1,"36.207"
"2015","SE","Nordeste",40,"Parda","I61",1,"36.207"
"2015","SE","Nordeste",42,"Preta","J45",1,"36.207"
"2015","SP","Sudeste",13,"Branca","K35",1,"635.627"
"2015","SP","Sudeste",14,"Parda","A19",1,"635.627"
"2015","SP","Sudeste",17,"Branca","O96",1,"635.627"
"2015","SP","Sudeste",17,"Branca","O99",1,"635.627"
"2015","SP","Sudeste",17,"Branca","R99",1,"635.627"
"2015","SP","Sudeste",17,"Parda","I33",1,"635.627"
"2015","SP","Sudeste",18,"Branca","A91",1,"635.627"
"2015","SP","Sudeste",18,"Branca","G93",1,"635.627"
"2015","SP","Sudeste",18,"Branca","I33",1,"635.627"
"2015","SP","Sudeste",18,"Branca","I42",1,"635.627"
"2015","SP","Sudeste",18,"Parda","A41",1,"635.627"
"2015","SP","Sudeste",18,"Parda","J81",1,"635.627"
"2015","SP","Sudeste",19,"Parda","I21",1,"635.627"
"2015","SP","Sudeste",19,"Parda","N10",1,"635.627"
"2015","SP","Sudeste",19,"Parda","O67",1,"635.627"
"2015","SP","Sudeste",19,"Parda","O96",1,"635.627"
"2015","SP","Sudeste",20,"Branca","B24",1,"635.627"
"2015","SP","Sudeste",20,"Branca","I21",1,"635.627"
"2015","SP","Sudeste",20,"Branca","O96",1,"635.627"
"2015","SP","Sudeste",20,"Branca","O98",1,"635.627"
"2015","SP","Sudeste",20,"Branca","R99",1,"635.627"
"2015","SP","Sudeste",20,"Parda","A41",1,"635.627"
"2015","SP","Sudeste",20,"Parda","I21",1,"635.627"
"2015","SP","Sudeste",20,"Parda","J45",1,"635.627"
"2015","SP","Sudeste",20,"Preta","I21",1,"635.627"
"2015","SP","Sudeste",21,"Branca","I49",1,"635.627"
"2015","SP","Sudeste",21,"Branca","I82",1,"635.627"
"2015","SP","Sudeste",21,"Parda","D61",1,"635.627"
