"ano","uf","nascidos","racacor","nascidos_racacor","sigla_uf"
2022,"Bahia",173821,"Ignorado",8642,"BA"
2022,"Ceará",112307,"Branca",10896,"CE"
2022,"Ceará",112307,"Amarela",333,"CE"
2022,"Ceará",112307,"Indígena",269,"CE"
2022,"Ceará",112307,"Preta",1869,"CE"
2022,"Ceará",112307,"Parda",82479,"CE"
2022,"Ceará",112307,"Ignorado",16461,"CE"
2022,"Distrito Federal",35928,"Branca",9961,"DF"
2022,"Distrito Federal",35928,"Amarela",247,"DF"
2022,"Distrito Federal",35928,"Indígena",58,"DF"
2022,"Distrito Federal",35928,"Preta",2822,"DF"
2022,"Distrito Federal",35928,"Parda",19613,"DF"
2022,"Distrito Federal",35928,"Ignorado",3227,"DF"
2022,"Espírito Santo",51729,"Branca",12961,"ES"
2022,"Espírito Santo",51729,"Amarela",315,"ES"
2022,"Espírito Santo",51729,"Indígena",216,"ES"
2022,"Espírito Santo",51729,"Preta",4775,"ES"
2022,"Espírito Santo",51729,"Parda",32541,"ES"
2022,"Espírito Santo",51729,"Ignorado",921,"ES"
2022,"Goiás",89740,"Branca",21685,"GO"
2022,"Goiás",89740,"Amarela",932,"GO"
2022,"Goiás",89740,"Indígena",83,"GO"
2022,"Goiás",89740,"Preta",5572,"GO"
2022,"Goiás",89740,"Parda",59729,"GO"
2022,"Goiás",89740,"Ignorado",1739,"GO"
2022,"Maranhão",97963,"Branca",7530,"MA"
2022,"Maranhão",97963,"Amarela",211,"MA"
2022,"Maranhão",97963,"Indígena",1431,"MA"
2022,"Maranhão",97963,"Preta",4656,"MA"
2022,"Maranhão",97963,"Parda",78205,"MA"
2022,"Maranhão",97963,"Ignorado",5930,"MA"
2022,"Minas Gerais",235061,"Branca",75827,"MG"
2022,"Minas Gerais",235061,"Amarela",1758,"MG"
2022,"Minas Gerais",235061,"Indígena",499,"MG"
2022,"Minas Gerais",235061,"Preta",23991,"MG"
2022,"Minas Gerais",235061,"Parda",127532,"MG"
2022,"Minas Gerais",235061,"Ignorado",5454,"MG"
2022,"Mato Grosso do Sul",40485,"Branca",13726,"MS"
2022,"Mato Grosso do Sul",40485,"Amarela",141,"MS"
2022,"Mato Grosso do Sul",40485,"Indígena",2137,"MS"
2022,"Mato Grosso do Sul",40485,"Preta",1367,"MS"
2022,"Mato Grosso do Sul",40485,"Parda",22871,"MS"
2022,"Mato Grosso do Sul",40485,"Ignorado",243,"MS"
2022,"Mato Grosso",58167,"Branca",13826,"MT"
2022,"Mato Grosso",58167,"Amarela",377,"MT"
2022,"Mato Grosso",58167,"Indígena",1696,"MT"
2022,"Mato Grosso",58167,"Preta",4117,"MT"
2022,"Mato Grosso",58167,"Parda",37390,"MT"
2022,"Mato Grosso",58167,"Ignorado",761,"MT"
2022,"Pará",127998,"Branca",8134,"PA"
2022,"Pará",127998,"Amarela",358,"PA"
2022,"Pará",127998,"Indígena",1504,"PA"
2022,"Pará",127998,"Preta",3475,"PA"
2022,"Pará",127998,"Parda",111222,"PA"
2022,"Pará",127998,"Ignorado",3305,"PA"
2022,"Paraíba",50892,"Branca",5740,"PB"
2022,"Paraíba",50892,"Amarela",100,"PB"
2022,"Paraíba",50892,"Indígena",334,"PB"
2022,"Paraíba",50892,"Preta",761,"PB"
2022,"Paraíba",50892,"Parda",40002,"PB"
2022,"Paraíba",50892,"Ignorado",3955,"PB"
2022,"Pernambuco",117425,"Branca",21831,"PE"
2022,"Pernambuco",117425,"Amarela",349,"PE"
2022,"Pernambuco",117425,"Indígena",1183,"PE"
2022,"Pernambuco",117425,"Preta",7664,"PE"
2022,"Pernambuco",117425,"Parda",85009,"PE"
2022,"Pernambuco",117425,"Ignorado",1389,"PE"
2022,"Piauí",42244,"Branca",3440,"PI"
2022,"Piauí",42244,"Amarela",192,"PI"
2022,"Piauí",42244,"Indígena",38,"PI"
2022,"Piauí",42244,"Preta",1628,"PI"
2022,"Piauí",42244,"Parda",35382,"PI"
2022,"Piauí",42244,"Ignorado",1564,"PI"
2022,"Paraná",140635,"Branca",97395,"PR"
2022,"Paraná",140635,"Amarela",512,"PR"
2022,"Paraná",140635,"Indígena",464,"PR"
2022,"Paraná",140635,"Preta",4090,"PR"
2022,"Paraná",140635,"Parda",35692,"PR"
2022,"Paraná",140635,"Ignorado",2482,"PR"
2022,"Rio de Janeiro",180353,"Branca",58020,"RJ"
2022,"Rio de Janeiro",180353,"Amarela",835,"RJ"
2022,"Rio de Janeiro",180353,"Indígena",183,"RJ"
2022,"Rio de Janeiro",180353,"Preta",28041,"RJ"
2022,"Rio de Janeiro",180353,"Parda",89150,"RJ"
2022,"Rio de Janeiro",180353,"Ignorado",4124,"RJ"
2022,"Rio Grande do Norte",40036,"Branca",10986,"RN"
2022,"Rio Grande do Norte",40036,"Amarela",162,"RN"
2022,"Rio Grande do Norte",40036,"Indígena",42,"RN"
2022,"Rio Grande do Norte",40036,"Preta",1316,"RN"
2022,"Rio Grande do Norte",40036,"Parda",27006,"RN"
2022,"Rio Grande do Norte",40036,"Ignorado",524,"RN"
2022,"Rondônia",24899,"Branca",4575,"RO"
2022,"Rondônia",24899,"Amarela",135,"RO"
2022,"Rondônia",24899,"Indígena",399,"RO"
2022,"Rondônia",24899,"Preta",925,"RO"
2022,"Rondônia",24899,"Parda",18327,"RO"
2022,"Rondônia",24899,"Ignorado",538,"RO"
2022,"Roraima",13090,"Branca",1239,"RR"
2022,"Roraima",13090,"Amarela",24,"RR"
2022,"Roraima",13090,"Indígena",3298,"RR"
2022,"Roraima",13090,"Preta",375,"RR"
2022,"Roraima",13090,"Parda",8140,"RR"
2022,"Roraima",13090,"Ignorado",14,"RR"
2022,"Rio Grande do Sul",120942,"Branca",95131,"RS"
2022,"Rio Grande do Sul",120942,"Amarela",162,"RS"
2022,"Rio Grande do Sul",120942,"Indígena",848,"RS"
2022,"Rio Grande do Sul",120942,"Preta",9288,"RS"
2022,"Rio Grande do Sul",120942,"Parda",15262,"RS"
2022,"Rio Grande do Sul",120942,"Ignorado",251,"RS"
2022,"Santa Catarina",98200,"Branca",76302,"SC"
2022,"Santa Catarina",98200,"Amarela",291,"SC"
2022,"Santa Catarina",98200,"Indígena",378,"SC"
2022,"Santa Catarina",98200,"Preta",4412,"SC"
2022,"Santa Catarina",98200,"Parda",15502,"SC"
2022,"Santa Catarina",98200,"Ignorado",1315,"SC"
2022,"Sergipe",28524,"Branca",2938,"SE"
2022,"Sergipe",28524,"Amarela",233,"SE"
2022,"Sergipe",28524,"Indígena",53,"SE"
2022,"Sergipe",28524,"Preta",2633,"SE"
2022,"Sergipe",28524,"Parda",22452,"SE"
2022,"Sergipe",28524,"Ignorado",215,"SE"
2022,"São Paulo",512515,"Branca",271429,"SP"
2022,"São Paulo",512515,"Amarela",2636,"SP"
2022,"São Paulo",512515,"Indígena",599,"SP"
2022,"São Paulo",512515,"Preta",39175,"SP"
2022,"São Paulo",512515,"Parda",196871,"SP"
2022,"São Paulo",512515,"Ignorado",1805,"SP"
2022,"Tocantins",22549,"Branca",2755,"TO"
2022,"Tocantins",22549,"Amarela",315,"TO"
2022,"Tocantins",22549,"Indígena",492,"TO"
2022,"Tocantins",22549,"Preta",1787,"TO"
2022,"Tocantins",22549,"Parda",17009,"TO"
2022,"Tocantins",22549,"Ignorado",191,"TO"
2022,NA,64,"Branca",18,NA
2022,NA,64,"Amarela",0,NA
2022,NA,64,"Indígena",0,NA
2022,NA,64,"Preta",5,NA
2022,NA,64,"Parda",29,NA
2022,NA,64,"Ignorado",12,NA
