"ano","uf","nascidos","racacor","nascidos_racacor","sigla_uf"
2019,"Alagoas",49803,"Parda",38628,"AL"
2019,"Alagoas",49803,"Ignorado",7243,"AL"
2019,"Amazonas",77610,"Branca",4164,"AM"
2019,"Amazonas",77610,"Amarela",128,"AM"
2019,"Amazonas",77610,"Indígena",7967,"AM"
2019,"Amazonas",77610,"Preta",723,"AM"
2019,"Amazonas",77610,"Parda",64083,"AM"
2019,"Amazonas",77610,"Ignorado",545,"AM"
2019,"Amapá",15356,"Branca",1888,"AP"
2019,"Amapá",15356,"Amarela",29,"AP"
2019,"Amapá",15356,"Indígena",255,"AP"
2019,"Amapá",15356,"Preta",901,"AP"
2019,"Amapá",15356,"Parda",11423,"AP"
2019,"Amapá",15356,"Ignorado",860,"AP"
2019,"Bahia",197249,"Branca",14766,"BA"
2019,"Bahia",197249,"Amarela",818,"BA"
2019,"Bahia",197249,"Indígena",875,"BA"
2019,"Bahia",197249,"Preta",26325,"BA"
2019,"Bahia",197249,"Parda",142163,"BA"
2019,"Bahia",197249,"Ignorado",12302,"BA"
2019,"Ceará",129185,"Branca",8675,"CE"
2019,"Ceará",129185,"Amarela",249,"CE"
2019,"Ceará",129185,"Indígena",339,"CE"
2019,"Ceará",129185,"Preta",1062,"CE"
2019,"Ceará",129185,"Parda",94224,"CE"
2019,"Ceará",129185,"Ignorado",24636,"CE"
2019,"Distrito Federal",42422,"Branca",10452,"DF"
2019,"Distrito Federal",42422,"Amarela",375,"DF"
2019,"Distrito Federal",42422,"Indígena",72,"DF"
2019,"Distrito Federal",42422,"Preta",2168,"DF"
2019,"Distrito Federal",42422,"Parda",20763,"DF"
2019,"Distrito Federal",42422,"Ignorado",8592,"DF"
2019,"Espírito Santo",54925,"Branca",14174,"ES"
2019,"Espírito Santo",54925,"Amarela",185,"ES"
2019,"Espírito Santo",54925,"Indígena",142,"ES"
2019,"Espírito Santo",54925,"Preta",3759,"ES"
2019,"Espírito Santo",54925,"Parda",36284,"ES"
2019,"Espírito Santo",54925,"Ignorado",381,"ES"
2019,"Goiás",96108,"Branca",24701,"GO"
2019,"Goiás",96108,"Amarela",972,"GO"
2019,"Goiás",96108,"Indígena",86,"GO"
2019,"Goiás",96108,"Preta",4592,"GO"
2019,"Goiás",96108,"Parda",60565,"GO"
2019,"Goiás",96108,"Ignorado",5192,"GO"
2019,"Maranhão",113309,"Branca",8232,"MA"
2019,"Maranhão",113309,"Amarela",227,"MA"
2019,"Maranhão",113309,"Indígena",1509,"MA"
2019,"Maranhão",113309,"Preta",4720,"MA"
2019,"Maranhão",113309,"Parda",94325,"MA"
2019,"Maranhão",113309,"Ignorado",4296,"MA"
2019,"Minas Gerais",256890,"Branca",83862,"MG"
2019,"Minas Gerais",256890,"Amarela",2161,"MG"
2019,"Minas Gerais",256890,"Indígena",520,"MG"
2019,"Minas Gerais",256890,"Preta",22895,"MG"
2019,"Minas Gerais",256890,"Parda",140733,"MG"
2019,"Minas Gerais",256890,"Ignorado",6719,"MG"
2019,"Mato Grosso do Sul",43695,"Branca",15602,"MS"
2019,"Mato Grosso do Sul",43695,"Amarela",160,"MS"
2019,"Mato Grosso do Sul",43695,"Indígena",2080,"MS"
2019,"Mato Grosso do Sul",43695,"Preta",1387,"MS"
2019,"Mato Grosso do Sul",43695,"Parda",24365,"MS"
2019,"Mato Grosso do Sul",43695,"Ignorado",101,"MS"
2019,"Mato Grosso",58852,"Branca",14041,"MT"
2019,"Mato Grosso",58852,"Amarela",287,"MT"
2019,"Mato Grosso",58852,"Indígena",1752,"MT"
2019,"Mato Grosso",58852,"Preta",3378,"MT"
2019,"Mato Grosso",58852,"Parda",38184,"MT"
2019,"Mato Grosso",58852,"Ignorado",1210,"MT"
2019,"Pará",138338,"Branca",7539,"PA"
2019,"Pará",138338,"Amarela",213,"PA"
2019,"Pará",138338,"Indígena",1394,"PA"
2019,"Pará",138338,"Preta",2583,"PA"
2019,"Pará",138338,"Parda",121270,"PA"
2019,"Pará",138338,"Ignorado",5339,"PA"
2019,"Paraíba",57701,"Branca",6202,"PB"
2019,"Paraíba",57701,"Amarela",117,"PB"
2019,"Paraíba",57701,"Indígena",390,"PB"
2019,"Paraíba",57701,"Preta",788,"PB"
2019,"Paraíba",57701,"Parda",45693,"PB"
2019,"Paraíba",57701,"Ignorado",4511,"PB"
2019,"Pernambuco",133346,"Branca",26025,"PE"
2019,"Pernambuco",133346,"Amarela",433,"PE"
2019,"Pernambuco",133346,"Indígena",1182,"PE"
2019,"Pernambuco",133346,"Preta",7067,"PE"
2019,"Pernambuco",133346,"Parda",96985,"PE"
2019,"Pernambuco",133346,"Ignorado",1654,"PE"
2019,"Piauí",47931,"Branca",4426,"PI"
2019,"Piauí",47931,"Amarela",273,"PI"
2019,"Piauí",47931,"Indígena",52,"PI"
2019,"Piauí",47931,"Preta",1874,"PI"
2019,"Piauí",47931,"Parda",38019,"PI"
2019,"Piauí",47931,"Ignorado",3287,"PI"
2019,"Paraná",153468,"Branca",112023,"PR"
2019,"Paraná",153468,"Amarela",581,"PR"
2019,"Paraná",153468,"Indígena",478,"PR"
2019,"Paraná",153468,"Preta",4170,"PR"
2019,"Paraná",153468,"Parda",34914,"PR"
2019,"Paraná",153468,"Ignorado",1302,"PR"
2019,"Rio de Janeiro",207966,"Branca",69530,"RJ"
2019,"Rio de Janeiro",207966,"Amarela",586,"RJ"
2019,"Rio de Janeiro",207966,"Indígena",154,"RJ"
2019,"Rio de Janeiro",207966,"Preta",27396,"RJ"
2019,"Rio de Janeiro",207966,"Parda",106892,"RJ"
2019,"Rio de Janeiro",207966,"Ignorado",3408,"RJ"
2019,"Rio Grande do Norte",44031,"Branca",12530,"RN"
2019,"Rio Grande do Norte",44031,"Amarela",202,"RN"
2019,"Rio Grande do Norte",44031,"Indígena",37,"RN"
2019,"Rio Grande do Norte",44031,"Preta",1198,"RN"
2019,"Rio Grande do Norte",44031,"Parda",29424,"RN"
2019,"Rio Grande do Norte",44031,"Ignorado",640,"RN"
2019,"Rondônia",27027,"Branca",5382,"RO"
2019,"Rondônia",27027,"Amarela",116,"RO"
2019,"Rondônia",27027,"Indígena",415,"RO"
2019,"Rondônia",27027,"Preta",867,"RO"
2019,"Rondônia",27027,"Parda",19586,"RO"
2019,"Rondônia",27027,"Ignorado",661,"RO"
2019,"Roraima",14620,"Branca",1161,"RR"
2019,"Roraima",14620,"Amarela",8,"RR"
2019,"Roraima",14620,"Indígena",3268,"RR"
2019,"Roraima",14620,"Preta",507,"RR"
2019,"Roraima",14620,"Parda",9661,"RR"
2019,"Roraima",14620,"Ignorado",15,"RR"
2019,"Rio Grande do Sul",134596,"Branca",108712,"RS"
2019,"Rio Grande do Sul",134596,"Amarela",127,"RS"
2019,"Rio Grande do Sul",134596,"Indígena",720,"RS"
2019,"Rio Grande do Sul",134596,"Preta",10079,"RS"
2019,"Rio Grande do Sul",134596,"Parda",14761,"RS"
2019,"Rio Grande do Sul",134596,"Ignorado",197,"RS"
2019,"Santa Catarina",98029,"Branca",80383,"SC"
2019,"Santa Catarina",98029,"Amarela",219,"SC"
2019,"Santa Catarina",98029,"Indígena",320,"SC"
2019,"Santa Catarina",98029,"Preta",3863,"SC"
2019,"Santa Catarina",98029,"Parda",10809,"SC"
2019,"Santa Catarina",98029,"Ignorado",2435,"SC"
2019,"Sergipe",32697,"Branca",3158,"SE"
2019,"Sergipe",32697,"Amarela",351,"SE"
2019,"Sergipe",32697,"Indígena",37,"SE"
2019,"Sergipe",32697,"Preta",2559,"SE"
2019,"Sergipe",32697,"Parda",26411,"SE"
2019,"Sergipe",32697,"Ignorado",181,"SE"
2019,"São Paulo",583183,"Branca",316397,"SP"
2019,"São Paulo",583183,"Amarela",3362,"SP"
2019,"São Paulo",583183,"Indígena",594,"SP"
2019,"São Paulo",583183,"Preta",38742,"SP"
2019,"São Paulo",583183,"Parda",221011,"SP"
2019,"São Paulo",583183,"Ignorado",3077,"SP"
2019,"Tocantins",24447,"Branca",3071,"TO"
2019,"Tocantins",24447,"Amarela",258,"TO"
2019,"Tocantins",24447,"Indígena",503,"TO"
2019,"Tocantins",24447,"Preta",1807,"TO"
2019,"Tocantins",24447,"Parda",18621,"TO"
2019,"Tocantins",24447,"Ignorado",187,"TO"
2019,NA,82,"Branca",8,NA
2019,NA,82,"Amarela",1,NA
2019,NA,82,"Indígena",3,NA
2019,NA,82,"Preta",8,NA
2019,NA,82,"Parda",44,NA
2019,NA,82,"Ignorado",18,NA
2020,"Acre",15142,"Branca",857,"AC"
2020,"Acre",15142,"Amarela",121,"AC"
2020,"Acre",15142,"Indígena",630,"AC"
2020,"Acre",15142,"Preta",308,"AC"
2020,"Acre",15142,"Parda",12555,"AC"
2020,"Acre",15142,"Ignorado",671,"AC"
2020,"Alagoas",48341,"Branca",3146,"AL"
2020,"Alagoas",48341,"Amarela",141,"AL"
2020,"Alagoas",48341,"Indígena",159,"AL"
2020,"Alagoas",48341,"Preta",590,"AL"
2020,"Alagoas",48341,"Parda",43447,"AL"
2020,"Alagoas",48341,"Ignorado",858,"AL"
2020,"Amazonas",75594,"Branca",3656,"AM"
2020,"Amazonas",75594,"Amarela",115,"AM"
2020,"Amazonas",75594,"Indígena",7678,"AM"
2020,"Amazonas",75594,"Preta",739,"AM"
2020,"Amazonas",75594,"Parda",62476,"AM"
2020,"Amazonas",75594,"Ignorado",930,"AM"
2020,"Amapá",14633,"Branca",1753,"AP"
2020,"Amapá",14633,"Amarela",29,"AP"
2020,"Amapá",14633,"Indígena",279,"AP"
2020,"Amapá",14633,"Preta",1056,"AP"
2020,"Amapá",14633,"Parda",11224,"AP"
2020,"Amapá",14633,"Ignorado",292,"AP"
2020,"Bahia",188960,"Branca",13571,"BA"
2020,"Bahia",188960,"Amarela",731,"BA"
2020,"Bahia",188960,"Indígena",781,"BA"
2020,"Bahia",188960,"Preta",24906,"BA"
2020,"Bahia",188960,"Parda",137153,"BA"
2020,"Bahia",188960,"Ignorado",11818,"BA"
2020,"Ceará",121904,"Branca",9023,"CE"
2020,"Ceará",121904,"Amarela",286,"CE"
2020,"Ceará",121904,"Indígena",315,"CE"
2020,"Ceará",121904,"Preta",1375,"CE"
2020,"Ceará",121904,"Parda",88424,"CE"
2020,"Ceará",121904,"Ignorado",22481,"CE"
2020,"Distrito Federal",39361,"Branca",10206,"DF"
2020,"Distrito Federal",39361,"Amarela",349,"DF"
2020,"Distrito Federal",39361,"Indígena",59,"DF"
2020,"Distrito Federal",39361,"Preta",2458,"DF"
2020,"Distrito Federal",39361,"Parda",20270,"DF"
2020,"Distrito Federal",39361,"Ignorado",6019,"DF"
2020,"Espírito Santo",53766,"Branca",13814,"ES"
2020,"Espírito Santo",53766,"Amarela",262,"ES"
2020,"Espírito Santo",53766,"Indígena",165,"ES"
2020,"Espírito Santo",53766,"Preta",4084,"ES"
2020,"Espírito Santo",53766,"Parda",35170,"ES"
2020,"Espírito Santo",53766,"Ignorado",271,"ES"
2020,"Goiás",92767,"Branca",22970,"GO"
2020,"Goiás",92767,"Amarela",920,"GO"
2020,"Goiás",92767,"Indígena",104,"GO"
2020,"Goiás",92767,"Preta",5069,"GO"
2020,"Goiás",92767,"Parda",60535,"GO"
2020,"Goiás",92767,"Ignorado",3169,"GO"
2020,"Maranhão",106073,"Branca",7210,"MA"
2020,"Maranhão",106073,"Amarela",300,"MA"
2020,"Maranhão",106073,"Indígena",1522,"MA"
2020,"Maranhão",106073,"Preta",4584,"MA"
2020,"Maranhão",106073,"Parda",81981,"MA"
2020,"Maranhão",106073,"Ignorado",10476,"MA"
2020,"Minas Gerais",247192,"Branca",79732,"MG"
2020,"Minas Gerais",247192,"Amarela",1964,"MG"
2020,"Minas Gerais",247192,"Indígena",530,"MG"
2020,"Minas Gerais",247192,"Preta",23374,"MG"
2020,"Minas Gerais",247192,"Parda",134330,"MG"
2020,"Minas Gerais",247192,"Ignorado",7262,"MG"
2020,"Mato Grosso do Sul",41308,"Branca",14793,"MS"
2020,"Mato Grosso do Sul",41308,"Amarela",172,"MS"
2020,"Mato Grosso do Sul",41308,"Indígena",2085,"MS"
2020,"Mato Grosso do Sul",41308,"Preta",1454,"MS"
2020,"Mato Grosso do Sul",41308,"Parda",22679,"MS"
2020,"Mato Grosso do Sul",41308,"Ignorado",125,"MS"
2020,"Mato Grosso",57036,"Branca",13617,"MT"
2020,"Mato Grosso",57036,"Amarela",277,"MT"
2020,"Mato Grosso",57036,"Indígena",1770,"MT"
2020,"Mato Grosso",57036,"Preta",3675,"MT"
2020,"Mato Grosso",57036,"Parda",36761,"MT"
2020,"Mato Grosso",57036,"Ignorado",936,"MT"
2020,"Pará",132937,"Branca",7788,"PA"
2020,"Pará",132937,"Amarela",319,"PA"
2020,"Pará",132937,"Indígena",1503,"PA"
2020,"Pará",132937,"Preta",3088,"PA"
2020,"Pará",132937,"Parda",116814,"PA"
2020,"Pará",132937,"Ignorado",3425,"PA"
2020,"Paraíba",56379,"Branca",5764,"PB"
2020,"Paraíba",56379,"Amarela",93,"PB"
2020,"Paraíba",56379,"Indígena",270,"PB"
2020,"Paraíba",56379,"Preta",632,"PB"
2020,"Paraíba",56379,"Parda",44396,"PB"
2020,"Paraíba",56379,"Ignorado",5224,"PB"
2020,"Pernambuco",128470,"Branca",23846,"PE"
2020,"Pernambuco",128470,"Amarela",360,"PE"
2020,"Pernambuco",128470,"Indígena",1100,"PE"
2020,"Pernambuco",128470,"Preta",7153,"PE"
2020,"Pernambuco",128470,"Parda",94282,"PE"
2020,"Pernambuco",128470,"Ignorado",1729,"PE"
2020,"Piauí",45225,"Branca",3641,"PI"
2020,"Piauí",45225,"Amarela",189,"PI"
2020,"Piauí",45225,"Indígena",91,"PI"
2020,"Piauí",45225,"Preta",1608,"PI"
2020,"Piauí",45225,"Parda",36496,"PI"
2020,"Piauí",45225,"Ignorado",3200,"PI"
2020,"Paraná",146289,"Branca",105346,"PR"
2020,"Paraná",146289,"Amarela",564,"PR"
2020,"Paraná",146289,"Indígena",491,"PR"
2020,"Paraná",146289,"Preta",4359,"PR"
2020,"Paraná",146289,"Parda",33890,"PR"
2020,"Paraná",146289,"Ignorado",1639,"PR"
2020,"Rio de Janeiro",199110,"Branca",63584,"RJ"
2020,"Rio de Janeiro",199110,"Amarela",841,"RJ"
2020,"Rio de Janeiro",199110,"Indígena",157,"RJ"
2020,"Rio de Janeiro",199110,"Preta",27993,"RJ"
2020,"Rio de Janeiro",199110,"Parda",102067,"RJ"
2020,"Rio de Janeiro",199110,"Ignorado",4468,"RJ"
2020,"Rio Grande do Norte",43531,"Branca",12082,"RN"
2020,"Rio Grande do Norte",43531,"Amarela",169,"RN"
2020,"Rio Grande do Norte",43531,"Indígena",36,"RN"
2020,"Rio Grande do Norte",43531,"Preta",1391,"RN"
2020,"Rio Grande do Norte",43531,"Parda",29309,"RN"
2020,"Rio Grande do Norte",43531,"Ignorado",544,"RN"
2020,"Rondônia",25798,"Branca",4747,"RO"
2020,"Rondônia",25798,"Amarela",134,"RO"
2020,"Rondônia",25798,"Indígena",413,"RO"
2020,"Rondônia",25798,"Preta",911,"RO"
2020,"Rondônia",25798,"Parda",19029,"RO"
2020,"Rondônia",25798,"Ignorado",564,"RO"
2020,"Roraima",13759,"Branca",999,"RR"
2020,"Roraima",13759,"Amarela",20,"RR"
2020,"Roraima",13759,"Indígena",3177,"RR"
2020,"Roraima",13759,"Preta",334,"RR"
2020,"Roraima",13759,"Parda",9211,"RR"
2020,"Roraima",13759,"Ignorado",18,"RR"
2020,"Rio Grande do Sul",130742,"Branca",104192,"RS"
2020,"Rio Grande do Sul",130742,"Amarela",155,"RS"
2020,"Rio Grande do Sul",130742,"Indígena",736,"RS"
2020,"Rio Grande do Sul",130742,"Preta",10212,"RS"
2020,"Rio Grande do Sul",130742,"Parda",15061,"RS"
2020,"Rio Grande do Sul",130742,"Ignorado",386,"RS"
2020,"Santa Catarina",97914,"Branca",79294,"SC"
2020,"Santa Catarina",97914,"Amarela",287,"SC"
2020,"Santa Catarina",97914,"Indígena",320,"SC"
2020,"Santa Catarina",97914,"Preta",4635,"SC"
2020,"Santa Catarina",97914,"Parda",11998,"SC"
2020,"Santa Catarina",97914,"Ignorado",1380,"SC"
2020,"Sergipe",31784,"Branca",2930,"SE"
2020,"Sergipe",31784,"Amarela",240,"SE"
2020,"Sergipe",31784,"Indígena",34,"SE"
2020,"Sergipe",31784,"Preta",2187,"SE"
2020,"Sergipe",31784,"Parda",26209,"SE"
2020,"Sergipe",31784,"Ignorado",184,"SE"
2020,"São Paulo",552307,"Branca",294574,"SP"
2020,"São Paulo",552307,"Amarela",2906,"SP"
2020,"São Paulo",552307,"Indígena",604,"SP"
2020,"São Paulo",552307,"Preta",39188,"SP"
2020,"São Paulo",552307,"Parda",211950,"SP"
2020,"São Paulo",552307,"Ignorado",3085,"SP"
2020,"Tocantins",23728,"Branca",2721,"TO"
2020,"Tocantins",23728,"Amarela",346,"TO"
2020,"Tocantins",23728,"Indígena",485,"TO"
2020,"Tocantins",23728,"Preta",1870,"TO"
2020,"Tocantins",23728,"Parda",17854,"TO"
2020,"Tocantins",23728,"Ignorado",452,"TO"
2020,NA,95,"Branca",18,NA
2020,NA,95,"Amarela",0,NA
2020,NA,95,"Indígena",1,NA
2020,NA,95,"Preta",4,NA
2020,NA,95,"Parda",35,NA
2020,NA,95,"Ignorado",37,NA
2021,"Acre",15698,"Branca",700,"AC"
2021,"Acre",15698,"Amarela",133,"AC"
2021,"Acre",15698,"Indígena",1037,"AC"
2021,"Acre",15698,"Preta",211,"AC"
2021,"Acre",15698,"Parda",12993,"AC"
2021,"Acre",15698,"Ignorado",624,"AC"
2021,"Alagoas",48808,"Branca",3429,"AL"
2021,"Alagoas",48808,"Amarela",110,"AL"
2021,"Alagoas",48808,"Indígena",224,"AL"
2021,"Alagoas",48808,"Preta",559,"AL"
2021,"Alagoas",48808,"Parda",42752,"AL"
2021,"Alagoas",48808,"Ignorado",1734,"AL"
2021,"Amazonas",78428,"Branca",3850,"AM"
2021,"Amazonas",78428,"Amarela",131,"AM"
2021,"Amazonas",78428,"Indígena",8859,"AM"
2021,"Amazonas",78428,"Preta",817,"AM"
2021,"Amazonas",78428,"Parda",63804,"AM"
2021,"Amazonas",78428,"Ignorado",967,"AM"
2021,"Amapá",14993,"Branca",1552,"AP"
2021,"Amapá",14993,"Amarela",21,"AP"
2021,"Amapá",14993,"Indígena",268,"AP"
2021,"Amapá",14993,"Preta",1034,"AP"
2021,"Amapá",14993,"Parda",12024,"AP"
2021,"Amapá",14993,"Ignorado",94,"AP"
2021,"Bahia",185455,"Branca",13351,"BA"
2021,"Bahia",185455,"Amarela",693,"BA"
2021,"Bahia",185455,"Indígena",868,"BA"
2021,"Bahia",185455,"Preta",23841,"BA"
2021,"Bahia",185455,"Parda",134155,"BA"
2021,"Bahia",185455,"Ignorado",12547,"BA"
2021,"Ceará",120265,"Branca",10821,"CE"
2021,"Ceará",120265,"Amarela",344,"CE"
2021,"Ceará",120265,"Indígena",268,"CE"
2021,"Ceará",120265,"Preta",1690,"CE"
2021,"Ceará",120265,"Parda",86695,"CE"
2021,"Ceará",120265,"Ignorado",20447,"CE"
2021,"Distrito Federal",38035,"Branca",9904,"DF"
2021,"Distrito Federal",38035,"Amarela",336,"DF"
2021,"Distrito Federal",38035,"Indígena",38,"DF"
2021,"Distrito Federal",38035,"Preta",2557,"DF"
2021,"Distrito Federal",38035,"Parda",19532,"DF"
2021,"Distrito Federal",38035,"Ignorado",5668,"DF"
2021,"Espírito Santo",52492,"Branca",13713,"ES"
2021,"Espírito Santo",52492,"Amarela",262,"ES"
2021,"Espírito Santo",52492,"Indígena",160,"ES"
2021,"Espírito Santo",52492,"Preta",4427,"ES"
2021,"Espírito Santo",52492,"Parda",33519,"ES"
2021,"Espírito Santo",52492,"Ignorado",411,"ES"
2021,"Goiás",90959,"Branca",21727,"GO"
2021,"Goiás",90959,"Amarela",1058,"GO"
2021,"Goiás",90959,"Indígena",95,"GO"
2021,"Goiás",90959,"Preta",5463,"GO"
2021,"Goiás",90959,"Parda",60146,"GO"
2021,"Goiás",90959,"Ignorado",2470,"GO"
2021,"Maranhão",108664,"Branca",7471,"MA"
2021,"Maranhão",108664,"Amarela",272,"MA"
2021,"Maranhão",108664,"Indígena",1763,"MA"
2021,"Maranhão",108664,"Preta",5235,"MA"
2021,"Maranhão",108664,"Parda",83000,"MA"
2021,"Maranhão",108664,"Ignorado",10923,"MA"
2021,"Minas Gerais",242134,"Branca",77064,"MG"
2021,"Minas Gerais",242134,"Amarela",1824,"MG"
2021,"Minas Gerais",242134,"Indígena",539,"MG"
2021,"Minas Gerais",242134,"Preta",24093,"MG"
2021,"Minas Gerais",242134,"Parda",133184,"MG"
2021,"Minas Gerais",242134,"Ignorado",5430,"MG"
2021,"Mato Grosso do Sul",42173,"Branca",14522,"MS"
2021,"Mato Grosso do Sul",42173,"Amarela",155,"MS"
2021,"Mato Grosso do Sul",42173,"Indígena",2230,"MS"
2021,"Mato Grosso do Sul",42173,"Preta",1515,"MS"
2021,"Mato Grosso do Sul",42173,"Parda",23579,"MS"
2021,"Mato Grosso do Sul",42173,"Ignorado",172,"MS"
2021,"Mato Grosso",57840,"Branca",13214,"MT"
2021,"Mato Grosso",57840,"Amarela",318,"MT"
2021,"Mato Grosso",57840,"Indígena",2037,"MT"
2021,"Mato Grosso",57840,"Preta",3994,"MT"
2021,"Mato Grosso",57840,"Parda",37593,"MT"
2021,"Mato Grosso",57840,"Ignorado",684,"MT"
2021,"Pará",137128,"Branca",8006,"PA"
2021,"Pará",137128,"Amarela",339,"PA"
2021,"Pará",137128,"Indígena",1591,"PA"
2021,"Pará",137128,"Preta",3352,"PA"
2021,"Pará",137128,"Parda",120210,"PA"
2021,"Pará",137128,"Ignorado",3630,"PA"
2021,"Paraíba",56044,"Branca",5382,"PB"
2021,"Paraíba",56044,"Amarela",136,"PB"
2021,"Paraíba",56044,"Indígena",349,"PB"
2021,"Paraíba",56044,"Preta",731,"PB"
2021,"Paraíba",56044,"Parda",44247,"PB"
2021,"Paraíba",56044,"Ignorado",5199,"PB"
2021,"Pernambuco",126192,"Branca",23180,"PE"
2021,"Pernambuco",126192,"Amarela",365,"PE"
2021,"Pernambuco",126192,"Indígena",1286,"PE"
2021,"Pernambuco",126192,"Preta",7536,"PE"
2021,"Pernambuco",126192,"Parda",92598,"PE"
2021,"Pernambuco",126192,"Ignorado",1227,"PE"
2021,"Piauí",45975,"Branca",3434,"PI"
2021,"Piauí",45975,"Amarela",229,"PI"
2021,"Piauí",45975,"Indígena",39,"PI"
2021,"Piauí",45975,"Preta",1708,"PI"
2021,"Piauí",45975,"Parda",37435,"PI"
2021,"Piauí",45975,"Ignorado",3130,"PI"
2021,"Paraná",141975,"Branca",101165,"PR"
2021,"Paraná",141975,"Amarela",476,"PR"
2021,"Paraná",141975,"Indígena",463,"PR"
2021,"Paraná",141975,"Preta",4242,"PR"
2021,"Paraná",141975,"Parda",33675,"PR"
2021,"Paraná",141975,"Ignorado",1954,"PR"
2021,"Rio de Janeiro",189854,"Branca",60039,"RJ"
2021,"Rio de Janeiro",189854,"Amarela",911,"RJ"
2021,"Rio de Janeiro",189854,"Indígena",163,"RJ"
2021,"Rio de Janeiro",189854,"Preta",27282,"RJ"
2021,"Rio de Janeiro",189854,"Parda",96865,"RJ"
2021,"Rio de Janeiro",189854,"Ignorado",4594,"RJ"
2021,"Rio Grande do Norte",43430,"Branca",11287,"RN"
2021,"Rio Grande do Norte",43430,"Amarela",178,"RN"
2021,"Rio Grande do Norte",43430,"Indígena",53,"RN"
2021,"Rio Grande do Norte",43430,"Preta",1293,"RN"
2021,"Rio Grande do Norte",43430,"Parda",29957,"RN"
2021,"Rio Grande do Norte",43430,"Ignorado",662,"RN"
2021,"Rondônia",25435,"Branca",4461,"RO"
2021,"Rondônia",25435,"Amarela",126,"RO"
2021,"Rondônia",25435,"Indígena",445,"RO"
2021,"Rondônia",25435,"Preta",912,"RO"
2021,"Rondônia",25435,"Parda",18610,"RO"
2021,"Rondônia",25435,"Ignorado",881,"RO"
2021,"Roraima",13901,"Branca",1050,"RR"
2021,"Roraima",13901,"Amarela",12,"RR"
2021,"Roraima",13901,"Indígena",3476,"RR"
2021,"Roraima",13901,"Preta",396,"RR"
2021,"Roraima",13901,"Parda",8878,"RR"
2021,"Roraima",13901,"Ignorado",89,"RR"
2021,"Rio Grande do Sul",124446,"Branca",97703,"RS"
2021,"Rio Grande do Sul",124446,"Amarela",213,"RS"
2021,"Rio Grande do Sul",124446,"Indígena",793,"RS"
2021,"Rio Grande do Sul",124446,"Preta",9868,"RS"
2021,"Rio Grande do Sul",124446,"Parda",15539,"RS"
2021,"Rio Grande do Sul",124446,"Ignorado",330,"RS"
2021,"Santa Catarina",96498,"Branca",76457,"SC"
2021,"Santa Catarina",96498,"Amarela",265,"SC"
2021,"Santa Catarina",96498,"Indígena",365,"SC"
2021,"Santa Catarina",96498,"Preta",4455,"SC"
2021,"Santa Catarina",96498,"Parda",12694,"SC"
2021,"Santa Catarina",96498,"Ignorado",2262,"SC"
2021,"Sergipe",31206,"Branca",2780,"SE"
2021,"Sergipe",31206,"Amarela",251,"SE"
2021,"Sergipe",31206,"Indígena",46,"SE"
2021,"Sergipe",31206,"Preta",2570,"SE"
2021,"Sergipe",31206,"Parda",25251,"SE"
2021,"Sergipe",31206,"Ignorado",308,"SE"
2021,"São Paulo",525233,"Branca",277014,"SP"
2021,"São Paulo",525233,"Amarela",2622,"SP"
2021,"São Paulo",525233,"Indígena",627,"SP"
2021,"São Paulo",525233,"Preta",39533,"SP"
2021,"São Paulo",525233,"Parda",203116,"SP"
2021,"São Paulo",525233,"Ignorado",2321,"SP"
2021,"Tocantins",23747,"Branca",2571,"TO"
2021,"Tocantins",23747,"Amarela",334,"TO"
2021,"Tocantins",23747,"Indígena",512,"TO"
2021,"Tocantins",23747,"Preta",1863,"TO"
2021,"Tocantins",23747,"Parda",17974,"TO"
2021,"Tocantins",23747,"Ignorado",493,"TO"
2021,NA,93,"Branca",15,NA
2021,NA,93,"Amarela",1,NA
2021,NA,93,"Indígena",2,NA
2021,NA,93,"Preta",6,NA
2021,NA,93,"Parda",42,NA
2021,NA,93,"Ignorado",27,NA
2022,"Acre",14483,"Branca",804,"AC"
2022,"Acre",14483,"Amarela",92,"AC"
2022,"Acre",14483,"Indígena",908,"AC"
2022,"Acre",14483,"Preta",258,"AC"
2022,"Acre",14483,"Parda",12181,"AC"
2022,"Acre",14483,"Ignorado",240,"AC"
2022,"Alagoas",45742,"Branca",3205,"AL"
2022,"Alagoas",45742,"Amarela",105,"AL"
2022,"Alagoas",45742,"Indígena",193,"AL"
2022,"Alagoas",45742,"Preta",558,"AL"
2022,"Alagoas",45742,"Parda",41158,"AL"
2022,"Alagoas",45742,"Ignorado",523,"AL"
2022,"Amazonas",72515,"Branca",3674,"AM"
2022,"Amazonas",72515,"Amarela",116,"AM"
2022,"Amazonas",72515,"Indígena",8593,"AM"
2022,"Amazonas",72515,"Preta",750,"AM"
2022,"Amazonas",72515,"Parda",58786,"AM"
2022,"Amazonas",72515,"Ignorado",596,"AM"
2022,"Amapá",13615,"Branca",1609,"AP"
2022,"Amapá",13615,"Amarela",22,"AP"
2022,"Amapá",13615,"Indígena",293,"AP"
2022,"Amapá",13615,"Preta",886,"AP"
2022,"Amapá",13615,"Parda",10720,"AP"
2022,"Amapá",13615,"Ignorado",85,"AP"
2022,"Bahia",173821,"Branca",13579,"BA"
2022,"Bahia",173821,"Amarela",757,"BA"
2022,"Bahia",173821,"Indígena",900,"BA"
2022,"Bahia",173821,"Preta",26238,"BA"
2022,"Bahia",173821,"Parda",123705,"BA"
